"CÓD. 
DEP.";DEPARTAMENTO;CÓD. MUN.;MUNICIPIO;"GRUPO 
DE CULTIVO";"SUBGRUPO 
DE CULTIVO";CULTIVO;DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO;AÑO;PERIODO;"Área Sembrada
(ha)";"Área Cosechada
(ha)";"Producción
(t)";"Rendimiento
(t/ha)";ESTADO FISICO PRODUCCION;"NOMBRE 
CIENTIFICO";CICLO DE CULTIVO
8;ATLANTICO;8675;SANTA LUCIA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;30;25;16;64;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8436;MANATI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;17;17;14;8;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;10;6;7;11;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8634;SABANAGRANDE;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;3;2;5;25;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;6200;6200;8080;13;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13657;SAN JUAN NEPOMUCENO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;6000;6000;9000;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;3000;2890;4046;14;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13654;SAN JACINTO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;2780;2570;3960;154;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13140;CALAMAR;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;2700;300;360;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13052;ARJONA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;2300;2070;2484;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;1700;1500;1200;8;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;1250;890;890;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13006;ACHI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;1100;936;1410;151;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13810;TIQUISIO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;1100;980;1470;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13062;ARROYOHONDO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;960;800;800;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13248;EL GUAMO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;900;650;650;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13600;RIO VIEJO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;850;850;1700;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13222;CLEMENCIA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;800;800;960;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13838;TURBANA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;800;650;775;119;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13458;MONTECRISTO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;750;735;1500;204;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13873;VILLANUEVA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;750;650;780;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13836;TURBACO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;720;690;897;13;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;680;620;620;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13030;ALTOS DEL ROSARIO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;520;487;584;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;500;420;504;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13160;CANTAGALLO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;420;360;360;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;320;320;480;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;312;302;386;128;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;310;282;282;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13433;MAHATES;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;300;300;465;155;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13490;NOROSI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;280;250;150;6;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13683;SANTA ROSA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;250;30;39;13;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13473;MORALES;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;150;70;105;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13673;SANTA CATALINA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;150;112;168;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13001;CARTAGENA DE INDIAS;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;140;98;118;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13580;REGIDOR;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;120;30;30;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13620;SAN CRISTOBAL;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;110;100;150;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13780;TALAIGUA NUEVO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;100;20;31;155;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13188;CICUCO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;80;25;28;112;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;80;60;60;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13650;SAN FERNANDO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;40;20;30;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13440;MARGARITA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;30;30;54;18;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13468;MOMPOS;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2011;2011B;30;15;15;1;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8421;LURUACO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;1000;50;35;7;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;957;861;904;105;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8606;REPELON;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;800;600;900;15;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8078;BARANOA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;322;68;69;101;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;280;220;330;15;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;250;61;49;8;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8832;TUBARA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;250;30;36;12;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8372;JUAN DE ACOSTA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;200;160;154;96;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;187;140;140;1;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8296;GALAPA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;145;145;127;88;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8137;CAMPO DE LA CRUZ;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;130;120;72;6;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8849;USIACURI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;128;115;81;7;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;125;80;64;8;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;120;100;105;105;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;80;40;72;181;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8634;SABANAGRANDE;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;65;10;5;53;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8558;POLONUEVO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;60;8;8;1;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8758;SOLEDAD;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;43;22;22;1;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;42;36;18;5;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8436;MANATI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;25;21;11;5;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8770;SUAN;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;17;17;21;126;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;4300;4080;5008;123;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13433;MAHATES;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;4020;4020;5391;134;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13140;CALAMAR;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;3465;1040;1505;145;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13657;SAN JUAN NEPOMUCENO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;3000;3000;4500;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13873;VILLANUEVA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;2650;1600;1920;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13248;EL GUAMO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;2500;2000;3600;18;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;2250;2250;3600;16;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13006;ACHI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;1800;1800;3600;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13473;MORALES;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;1700;1700;3060;18;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;1500;1500;3000;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13458;MONTECRISTO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;1320;1320;2640;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;1200;400;320;8;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13810;TIQUISIO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;1200;1200;2400;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13042;ARENAL;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;900;850;1530;18;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13688;SANTA ROSA DEL SUR;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;800;750;1125;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;700;700;1400;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13655;SAN JACINTO DEL CAUCA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;700;700;1400;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13549;PINILLOS;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;680;680;1360;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13062;ARROYOHONDO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;650;620;620;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13030;ALTOS DEL ROSARIO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;600;600;1200;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13667;SAN MARTIN DE LOBA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;600;600;900;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13654;SAN JACINTO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;580;580;870;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;500;500;1000;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13052;ARJONA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;490;480;576;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13490;NOROSI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;450;400;800;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;350;350;525;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13836;TURBACO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;350;320;384;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13442;MARIA LA BAJA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;300;300;450;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13780;TALAIGUA NUEVO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;270;200;328;164;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13673;SANTA CATALINA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;250;150;180;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13600;RIO VIEJO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;240;220;440;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13212;CORDOBA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;230;180;270;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13160;CANTAGALLO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;200;200;360;18;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13620;SAN CRISTOBAL;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;200;100;150;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13838;TURBANA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;190;57;69;121;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13580;REGIDOR;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;180;170;255;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;180;180;252;14;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13683;SANTA ROSA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;140;25;30;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13468;MOMPOS;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;110;30;45;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13222;CLEMENCIA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;100;100;100;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13188;CICUCO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;75;50;70;14;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13440;MARGARITA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;60;60;108;18;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13001;CARTAGENA DE INDIAS;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;50;45;68;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13650;SAN FERNANDO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;45;42;63;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13760;SOPLAVIENTO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012A;40;30;30;1;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8606;REPELON;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;900;900;1350;15;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8560;PONEDERA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;596;596;626;105;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8832;TUBARA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;450;420;504;12;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8685;SANTO TOMAS;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;285;251;377;15;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8421;LURUACO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;150;130;91;7;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8137;CAMPO DE LA CRUZ;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;100;90;63;7;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8372;JUAN DE ACOSTA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;100;80;120;15;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8549;PIOJO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;100;80;64;8;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;90;75;59;79;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8849;USIACURI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;80;72;50;7;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8770;SUAN;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;61;61;77;126;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;60;30;42;14;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8436;MANATI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;56;49;29;6;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8433;MALAMBO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;40;40;32;8;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;28;28;14;5;GRANO SECO;ZEA MAYS;TRANSITORIO
8;ATLANTICO;8758;SOLEDAD;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;10;10;10;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;5700;5700;8550;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13433;MAHATES;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;4300;4300;5825;135;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13052;ARJONA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;3500;3325;3895;117;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13140;CALAMAR;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;3500;3150;3780;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13654;SAN JACINTO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;3000;3000;6000;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13657;SAN JUAN NEPOMUCENO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;3000;3000;4500;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13248;EL GUAMO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;2700;2700;4860;18;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13473;MORALES;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;2400;2200;3960;18;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13647;SAN ESTANISLAO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;1600;1500;1200;8;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13744;SIMITI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;1400;1350;2430;18;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13006;ACHI;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;1200;1200;2400;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13810;TIQUISIO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;1200;1200;2640;22;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;1100;1100;2200;2;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13222;CLEMENCIA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;1000;1000;1200;12;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13062;ARROYOHONDO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;980;980;980;1;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13894;ZAMBRANO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;920;920;1314;143;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13670;SAN PABLO;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;820;800;1200;15;GRANO SECO;ZEA MAYS;TRANSITORIO
13;BOLIVAR;13838;TURBANA;CEREALES;MAIZ;MAIZ;MAIZ TRADICIONAL;2012;2012B;815;815;987;121;GRANO SECO;ZEA MAYS;TRANSITORIO
