Departamento;Municipio;Código prestador;Nombre prestador;nit IPS ;num digito_verificion;naturaleza;num nivel atencion;Código sede;Número sede;nom sede IPS;Gerente;Dirección;Email;Teléfono;nom grupo capacidad ;nom descripcion capacidad ;num cantidad capacidad instalada;Fecha Corte;Fuente
Atlántico;SABANAGRANDE;863400105;E.S.E. HOSPITAL MUNICIPAL DE SABANAGRANDE;802003081;1;Pública;1;863400105;1;ESE HOSPITAL MUNICIPAL DE SABANAGRANDE;PIER ANGELY VELASCO AGUILAR;CRA 11 # 9-50;esesaludsabanagrande@hotmail.com;8791402;SALAS;Partos;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863400105;E.S.E. HOSPITAL MUNICIPAL DE SABANAGRANDE;802003081;1;Pública;1;863400105;1;ESE HOSPITAL MUNICIPAL DE SABANAGRANDE;PIER ANGELY VELASCO AGUILAR;CRA 11 # 9-50;esesaludsabanagrande@hotmail.com;8791402;SALAS;Procedimientos;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863400793;FONSALUD CARIBE CENTRO MEDICO DE DIAGNOSTICO S.A.S;900561703;0;Privada;;863400793;1;FONSALUD CARIBE CENTRO MEDICO DE DIAGNOSTICO S.A.S;STALIN DE JESÚS FONSECA CONRADO;CALLE 7 NÚMERO 10-29;fonsaludsabanagrande@hotmail.com;8791648;CONSULTORIOS;Consulta Externa;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402191;FUNDACIÓN LA PRADERA COMUNIDAD TERAPÉUTICA CAMPESTRE;901110211;8;Privada;;863402191;1;FUNDACIÓN LA PRADERA COMUNIDAD TERAPEUTICA CAMPESTRE;LUIS EDUARDO RAMIREZ CASTAÑO;CARRERA 7 NO. 19 - 4700T VIA LA RISOTADA;lapraderafundacion@gmail.com;3128224259 - 3045666025;CONSULTORIOS;Consulta Externa;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;CAMAS;Pediátrica;5;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;CAMAS;Adultos;7;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;CAMAS;Salud Mental Adulto;10;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;CAMAS;Salud Mental Pediátrico;6;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;CAMAS;SPA Adultos;10;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;CAMAS;SPA Pediátricas;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;CAMILLAS;Observación Pediátrica;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;CAMILLAS;Observación Adultos Hombres;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;CAMILLAS;Observación Adultos Mujeres;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;CONSULTORIOS;Urgencias;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;CONSULTORIOS;Consulta Externa;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;SALAS;Quirófano;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;SALAS;Procedimientos;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402270;IPS CERSALUD MEDICINA INTEGRAL;901266096;7;Privada;;863402270;1;IPS CERSALUD MEDICINA INTEGRAL;ANA MILENA CERVANTES PERTUZ;CARRERA 9 NÚMERO 10 - 42;a.cervantespertuz@gmail.com;3104292270;SALAS;Sala de Cirugía;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402435;CENTRO OFTALMOLOGICO ESCAF S.A.S;901437002;1;Privada;;863402435;1;CENTRO OFTALMOLOGICO ESCAF S.A.S;ARNOLDO CARTUSCIELLO FONTALVO;CALLE 4 NO. 8 39;centrooftalmologicoescaf@gmail.com;3012637585;CONSULTORIOS;Consulta Externa;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402468;CENTRO MEDICO ATLANTA SG SAS;901545217;9;Privada;;863402468;1;CENTRO MEDICO ATLANTA SG SAS;JONNY FRANCISCO CAMPO CARRILLO;CARRERA 5 NUMERO 7 - 31;centromedicoatlanta.sg@gmail.com;3235539348;CAMAS;Pediátrica;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402468;CENTRO MEDICO ATLANTA SG SAS;901545217;9;Privada;;863402468;1;CENTRO MEDICO ATLANTA SG SAS;JONNY FRANCISCO CAMPO CARRILLO;CARRERA 5 NUMERO 7 - 31;centromedicoatlanta.sg@gmail.com;3235539348;CAMAS;Adultos;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402468;CENTRO MEDICO ATLANTA SG SAS;901545217;9;Privada;;863402468;1;CENTRO MEDICO ATLANTA SG SAS;JONNY FRANCISCO CAMPO CARRILLO;CARRERA 5 NUMERO 7 - 31;centromedicoatlanta.sg@gmail.com;3235539348;CONSULTORIOS;Consulta Externa;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402468;CENTRO MEDICO ATLANTA SG SAS;901545217;9;Privada;;863402468;1;CENTRO MEDICO ATLANTA SG SAS;JONNY FRANCISCO CAMPO CARRILLO;CARRERA 5 NUMERO 7 - 31;centromedicoatlanta.sg@gmail.com;3235539348;SALAS;Procedimientos;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402468;CENTRO MEDICO ATLANTA SG SAS;901545217;9;Privada;;863402468;1;CENTRO MEDICO ATLANTA SG SAS;JONNY FRANCISCO CAMPO CARRILLO;CARRERA 5 NUMERO 7 - 31;centromedicoatlanta.sg@gmail.com;3235539348;SALAS;Sala de Cirugía;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402472;BEHAVIORAL CENTER IPS SAS;900520007;7;Privada;;863402472;1;CLINICA SAN AGUSTIN - SEDE MANZANARES;JAIME ALBERTO ALI ALI;CALLE 7A NUMERO 16 - 416;behavioralcncips@gmail.com;3182063373;CAMAS;SPA Básico Adultos;40;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402472;BEHAVIORAL CENTER IPS SAS;900520007;7;Privada;;863402472;1;CLINICA SAN AGUSTIN - SEDE MANZANARES;JAIME ALBERTO ALI ALI;CALLE 7A NUMERO 16 - 416;behavioralcncips@gmail.com;3182063373;CONSULTORIOS;Consulta Externa;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402472;BEHAVIORAL CENTER IPS SAS;900520007;7;Privada;;863402472;1;CLINICA SAN AGUSTIN - SEDE MANZANARES;JAIME ALBERTO ALI ALI;CALLE 7A NUMERO 16 - 416;behavioralcncips@gmail.com;3182063373;SILLAS;Salud Mental;10;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402472;BEHAVIORAL CENTER IPS SAS;900520007;7;Privada;;863402472;1;CLINICA SAN AGUSTIN - SEDE MANZANARES;JAIME ALBERTO ALI ALI;CALLE 7A NUMERO 16 - 416;behavioralcncips@gmail.com;3182063373;SILLAS;SPA;10;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402476;DIASALUD IPS S.A.S.;901585947;8;Privada;;863402476;1;DIASALUD IPS S.A.S;JESUS DAVID MOSQUERA GOMEZ;CL 7 N° 9 - 43;diasaludips@hotmail.com;3022977062;CONSULTORIOS;Consulta Externa;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;863402476;DIASALUD IPS S.A.S.;901585947;8;Privada;;863402476;1;DIASALUD IPS S.A.S;JESUS DAVID MOSQUERA GOMEZ;CL 7 N° 9 - 43;diasaludips@hotmail.com;3022977062;SALAS;Sala de Cirugía;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANAGRANDE;875800627;Viva 1A IPS SA;900219120;2;Privada;;863400627;8;VIVA 1A SABANAGRANDE;IBETH JARAMILLO GALVAN;CALLE 4 No 7 - 35;evalencia@viva1a.com.co;3175741214;CONSULTORIOS;Consulta Externa;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;863800949;2;FUNDACIÓN CAMPBELL CENTRAL DE URGENCIAS;SINDY PAOLA JASSIN MOLINARES;CARRERA 23  32-32;coordinacionipssabanalarga@clinicacampbell.com.co;3185478440 - 3175011127 - 605874079;CAMILLAS;Observación Pediátrica;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;863800949;2;FUNDACIÓN CAMPBELL CENTRAL DE URGENCIAS;SINDY PAOLA JASSIN MOLINARES;CARRERA 23  32-32;coordinacionipssabanalarga@clinicacampbell.com.co;3185478440 - 3175011127 - 605874079;CAMILLAS;Observación Adultos Hombres;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;863800949;2;FUNDACIÓN CAMPBELL CENTRAL DE URGENCIAS;SINDY PAOLA JASSIN MOLINARES;CARRERA 23  32-32;coordinacionipssabanalarga@clinicacampbell.com.co;3185478440 - 3175011127 - 605874079;CAMILLAS;Observación Adultos Mujeres;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;863800949;2;FUNDACIÓN CAMPBELL CENTRAL DE URGENCIAS;SINDY PAOLA JASSIN MOLINARES;CARRERA 23  32-32;coordinacionipssabanalarga@clinicacampbell.com.co;3185478440 - 3175011127 - 605874079;CONSULTORIOS;Urgencias;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;863800949;2;FUNDACIÓN CAMPBELL CENTRAL DE URGENCIAS;SINDY PAOLA JASSIN MOLINARES;CARRERA 23  32-32;coordinacionipssabanalarga@clinicacampbell.com.co;3185478440 - 3175011127 - 605874079;CONSULTORIOS;Consulta Externa;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;807800949;FUNDACIÓN CAMPBELL;900002780;0;Privada;;863800949;2;FUNDACIÓN CAMPBELL CENTRAL DE URGENCIAS;SINDY PAOLA JASSIN MOLINARES;CARRERA 23  32-32;coordinacionipssabanalarga@clinicacampbell.com.co;3185478440 - 3175011127 - 605874079;SALAS;Procedimientos;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;1;"ESE CENTRO MATERNO INFANTIL DE SABANALARGA."" ESE CEMINSA""";HERNAN EMILIO PEÑA AVILA;CALLE 28 Nº 22 - 45;calidadceminsa@gmail.com;8781332;AMBULANCIAS;Básica;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;1;"ESE CENTRO MATERNO INFANTIL DE SABANALARGA."" ESE CEMINSA""";HERNAN EMILIO PEÑA AVILA;CALLE 28 Nº 22 - 45;calidadceminsa@gmail.com;8781332;AMBULANCIAS;Básica;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;2;CENTRO DE DESARROLLO VECINAL (CDV);HERNAN EMILIO PEÑA AVILA;Calle 15 entre Carrera 8 y 9;calidadceminsa@gmail.com;8783782-3145350736;CONSULTORIOS;Consulta Externa;6;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;4;CENTRO DE SALUD CAMPO BOLÍVAR;HERNAN EMILIO PEÑA AVILA;CARRERA 19 No 9-80;calidadceminsa@gmail.com;8783782-3145350736;CONSULTORIOS;Consulta Externa;6;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;5;PUESTO DE SALUD LA PEÑA;HERNAN EMILIO PEÑA AVILA;CALLE 17 No 4A-16;calidadceminsa@gmail.com;3145350736;CONSULTORIOS;Consulta Externa;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;6;PUESTO DE SALUD MOLINEROS;HERNAN EMILIO PEÑA AVILA;CARRERA 14 No 15-89;calidadceminsa@gmail.com;3145350736;CONSULTORIOS;Consulta Externa;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;7;PUESTO DE SALUD DE ISABEL LOPEZ;HERNAN EMILIO PEÑA AVILA;CALLE 6 No 7A-7;calidadceminsa@gmail.com;3145350736;CONSULTORIOS;Consulta Externa;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;8;PUESTO DE SALUD DE COLOMBIA;HERNAN EMILIO PEÑA AVILA;CALLE 7 No 5-26;calidadceminsa@gmail.com;3145350736;CONSULTORIOS;Consulta Externa;2;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;9;PUESTO DE SALUD AGUADA DE PABLO;HERNAN EMILIO PEÑA AVILA;CARRERA 4 No 4-15;calidadceminsa@gmail.com;3145350736;CONSULTORIOS;Consulta Externa;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;10;PUESTO DE SALUD DE GALLEGO;HERNAN EMILIO PEÑA AVILA;CARRERA 3 No 3SN-754;calidadceminsa@gmail.com;3145350736;CONSULTORIOS;Consulta Externa;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;11;PUESTO DE SALUD DE CASCAJAL;HERNAN EMILIO PEÑA AVILA;CARRERA 11 No 11A-06;calidadceminsa@gmail.com;3145350736;CONSULTORIOS;Consulta Externa;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800155;ESE CENTRO MATERNO INFANTIL DE SABANALARGA;802010241;0;Pública;1;863800155;13;CENTRO DE SALUD PARAISO;HERNAN EMILIO PEÑA AVILA;CARRERA 29  No 24-133;calidadceminsa@gmail.com;8783782-3145350736;CONSULTORIOS;Consulta Externa;6;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800215;OPTICA FEI S.A.S;802012724;5;Privada;;863800215;1;IPS OPTICA FEI SAS;FERNANDO ENRIQUE BARRERA ZABALETA;CALLE 14 N° 20 - 148;opticafei@hotmail.com;8782929;CONSULTORIOS;Consulta Externa;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;AMBULANCIAS;Básica;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;AMBULANCIAS;Medicalizada;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;CAMAS;Pediátrica;6;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;CAMAS;Adultos;10;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;CAMAS;TPR;5;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;CAMAS;Incubadora Intermedia Neonatal;6;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;CAMAS;Intermedia Pediátrica;1;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;CAMAS;Intermedia Adultos;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;CAMAS;Incubadora Intensiva Neonatal;4;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;CAMAS;Intensiva Pediátrica;3;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;CAMAS;Intensiva Adultos;6;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
Atlántico;SABANALARGA;863800217;CLINICA SAN RAFAEL LTDA;802009783;9;Privada;;863800217;1;CLINICA SAN RAFAEL LTDA;LITYA DEL CARMEN ROMERO DE MARÍA;CALLE 20 # 16-42;clinicasanrafaelltda@hotmail.com;3157276312- 8783544;CAMAS;Cuna Básico Neonatal;7;Fecha corte REPS: Nov  5 2022  1:37PM;Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS.
